,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
17,2004-04-13 04:20:10,1081844410.0,aa,0.595,34.26,0.0,1129.439941,0.0,0.0,underperform
18,2004-09-09 16:15:45,1094760945.0,aa,0.561,32.89,-0.039988324576765835,1118.380005,-0.00979240736803384,-0.030195917208731993,underperform
19,2004-11-24 10:37:20,1101310640.0,aa,0.53,33.58,-0.019848219497956794,1181.76001,0.046323905416056,-0.0661721249140128,underperform
20,2004-12-05 00:36:42,1102225002.0,aa,0.53,32.86,-0.040863981319322784,1190.329956,0.05391168913867899,-0.09477567045800178,underperform
21,2005-01-13 07:18:32,1105618712.0,aa,0.457,29.43,-0.1409807355516637,1177.449951,0.04250780254635953,-0.18348853809802324,underperform
22,2005-02-07 03:48:37,1107766117.0,aa,0.457,29.37,-0.1427320490367775,1201.719971,0.06399634666364247,-0.20672839570041995,underperform
23,2005-05-22 08:48:23,1116766103.0,aa,0.543,27.45,-0.19877408056042029,1191.079956,0.05457573507222014,-0.2533498156326404,underperform
24,2006-06-20 04:32:21,1150792341.0,aa,0.526,29.1,-0.15061295971978975,1240.119995,0.09799551971041895,-0.2486084794302087,underperform
25,2007-01-25 19:09:37,1169770177.0,aa,0.494,31.46,-0.08172796263864557,1423.900024,0.2607133609417837,-0.3424413235804293,underperform
26,2007-02-23 09:03:42,1172239422.0,aa,0.494,34.75,0.014302393461763048,1451.189941,0.2848757054891509,-0.2705733120273879,underperform
27,2007-05-16 21:12:47,1179364367.0,aa,0.494,39.04,0.13952130764740225,1514.140015,0.3406113596969029,-0.20109005204950067,underperform
28,2007-06-22 06:39:12,1182508752.0,aa,0.503,40.34,0.17746643315820215,1502.560059,0.33035852944038907,-0.15289209628218692,underperform
29,2007-10-11 20:57:59,1192150679.0,aa,0.47,38.08,0.11150029188558087,1554.410034,0.37626621617766914,-0.2647659242920883,underperform
30,2008-01-23 16:05:53,1201122353.0,aa,0.499,28.04,-0.18155283129013425,1338.599976,0.18518916093476445,-0.36674199222489867,underperform
31,2008-10-28 00:52:22,1225169542.0,aa,0.672,9.04,-0.7361354349095155,940.51001,-0.16727753653967875,-0.5688578983698367,underperform
32,2008-12-05 01:03:15,1228456995.0,aa,0.672,8.06,-0.7647402218330414,876.070007,-0.22433236580571755,-0.5404078560273238,underperform
33,2008-12-06 09:33:46,1228574026.0,aa,0.672,8.15,-0.7621132516053707,870.73999,-0.22905153395845776,-0.5330617176469129,underperform
34,2008-12-18 10:54:07,1229615647.0,aa,0.672,10.35,-0.6978984238178634,885.2800289999999,-0.2161778622631517,-0.48172056155471166,underperform
35,2011-09-03 09:21:23,1315056083.0,aa,48.26,12.04,-0.6485697606538237,1218.890015,0.07919861052620579,-0.7277683711800295,underperform
36,2011-11-02 22:04:47,1320285887.0,aa,50.93,10.7,-0.6876824284880327,1237.900024,0.09602996942357994,-0.7837123979116127,underperform
37,2011-11-05 21:29:24,1320542964.0,aa,50.93,10.93,-0.6809690601284296,1237.900024,0.09602996942357994,-0.7769990295520095,underperform
38,2012-01-02 19:42:06,1325551326.0,aa,50.93,8.65,-0.7475189725627555,1257.599976,0.11347220011232087,-0.8609911726750763,underperform
39,2012-03-09 07:34:06,1331296446.0,aa,54.5,9.77,-0.7148277875072971,1370.869995,0.21376086079109177,-0.9285886482983889,underperform
40,2012-03-19 02:24:48,1332138288.0,aa,54.5,10.54,-0.6923525977816696,1409.75,0.24818500641283758,-0.9405376041945072,underperform
41,2012-05-19 11:51:52,1337442712.0,aa,55.28,8.43,-0.7539404553415061,1324.800049,0.17297078039141156,-0.9269112357329177,underperform
42,2012-07-29 16:51:57,1343595117.0,aa,56.42,8.45,-0.7533566841798015,1360.02002,0.20415435175406094,-0.9575110359338624,underperform
43,2012-11-27 11:38:14,1354034294.0,aa,56.51,8.31,-0.7574430823117337,1398.939941,0.23861383878578452,-0.9960569210975183,underperform
44,2013-01-22 17:52:37,1358895157.0,aa,53.49,9.16,-0.7326328079392878,1492.560059,0.32150458365984047,-1.0541373915991281,underperform
45,2013-04-23 20:02:57,1366761777.0,aa,53.21,8.12,-0.7629889083479277,1578.780029,0.3978432776178932,-1.1608321859658208,underperform
46,2013-04-26 20:55:15,1367024115.0,aa,53.21,8.27,-0.7586106246351431,1582.23999,0.40090670832757447,-1.1595173329627175,underperform
47,2013-09-01 04:25:11,1378023911.0,aa,52.71,7.7,-0.7752481027437245,1638.170044,0.4504268748894899,-1.2256749776332143,underperform
48,2003-12-07 10:36:10,1070811370.0,aapl,0.072,20.85,0.0,1069.719971,0.0,0.0,underperform
49,2004-02-03 07:33:34,1075811614.0,aapl,0.07,22.32,0.0705035971223021,1136.030029,0.06198823972409507,0.008515357398207031,outperform
50,2004-06-03 01:20:38,1086240038.0,aapl,0.0,28.92,0.38705035971223023,1116.640015,0.04386198750326964,0.3431883722089606,outperform
51,2004-08-10 02:02:44,1092117764.0,aapl,0.0,30.3,0.4532374100719424,1079.040039,0.008712624100387102,0.4445247859715553,outperform
52,2004-10-12 05:40:57,1097574057.0,aapl,0.0,38.59,0.8508393285371703,1121.839966,0.04872302697244868,0.8021163015647216,outperform
53,2004-12-04 14:16:51,1102187811.0,aapl,0.0,62.68,2.0062350119904075,1191.369995,0.11372137316112614,1.8925136388292814,outperform
54,2005-01-26 15:16:47,1106770607.0,aapl,0.0,71.94,2.4503597122302154,1174.069946,0.09754887057259594,2.3528108416576194,outperform
55,2005-02-04 03:07:08,1107504428.0,aapl,0.0,77.81,2.7318944844124697,1203.030029,0.1246214538514959,2.607273030560974,outperform
56,2005-03-01 10:36:03,1109691363.0,aapl,0.0,44.86,1.1515587529976017,1210.410034,0.13152046032054496,1.0200382926770568,outperform
57,2005-12-17 11:55:53,1134838553.0,aapl,0.0,71.11,2.4105515587529975,1272.73999,0.1897880048085968,2.220763553944401,outperform
58,2006-01-25 09:43:52,1138200232.0,aapl,0.0,76.04,2.647002398081535,1264.680054,0.1822533824602214,2.4647490156213134,outperform
59,2013-08-11 02:30:32,1376202632.0,aapl,13.75,454.45,20.796163069544363,1697.47998,0.586845180064419,20.209317889479944,outperform
60,2013-06-19 09:57:38,1371650258.0,abbv,512.61,43.54,0.0,1628.930054,0.0,0.0,underperform
61,2003-10-26 16:06:32,1067198792.0,abc,0.592,57.01,0.0,1033.77002,0.0,0.0,underperform
62,2004-01-28 07:37:34,1075293454.0,abc,0.429,56.36,-0.0114015085072794,1128.47998,0.09161608304330604,-0.10301759155058544,underperform
63,2004-05-16 19:24:15,1084749855.0,abc,0.412,58.97,0.0343799333450272,1096.439941,0.06062269149573535,-0.026242758150708145,underperform
64,2004-10-20 01:31:26,1098250286.0,abc,0.331,52.1,-0.08612524118575683,1103.660034,0.06760692673211792,-0.15373216791787475,underperform
65,2005-01-08 07:45:42,1105188342.0,abc,0.332,57.9,0.015611296263813376,1183.73999,0.14507092206059535,-0.12945962579678197,underperform
66,2005-03-30 19:52:42,1112226762.0,abc,0.291,55.44,-0.02753902824065954,1181.410034,0.14281707840589156,-0.1703561066465511,underperform
67,2005-05-26 01:50:44,1117086644.0,abc,0.23,65.93,0.15646377828451166,1197.619995,0.15849751088738295,-0.002033732602871291,underperform
68,2005-12-04 08:46:13,1133703973.0,abc,0.223,79.46,0.39379056305911236,1264.670044,0.22335724535714438,0.17043331770196798,outperform
69,2007-02-20 06:12:02,1171969922.0,abc,0.308,54.9,-0.03701105069286089,1459.680054,0.4119968907591265,-0.44900794145198736,underperform
70,2007-04-05 16:11:07,1175803867.0,abc,0.308,53.94,-0.053850201718996675,1443.76001,0.3965969045997291,-0.4504471063187258,underperform
71,2008-01-23 20:34:05,1201138445.0,abc,0.396,45.55,-0.20101736537449572,1338.599976,0.29487211865555946,-0.49588948403005517,underperform
72,2011-07-08 00:04:15,1310097855.0,abc,42.86,43.05,-0.24486932117172427,1343.800049,0.2999023216014719,-0.5447716427731961,underperform
73,2012-02-28 18:01:38,1330470098.0,abc,66.41,37.75,-0.3378354674618488,1372.180054,0.32735524096549057,-0.6651907084273394,underperform
74,2013-04-25 01:02:00,1366866120.0,abc,59.73,55.82,-0.020873530959480753,1585.160034,0.5333778338822401,-0.5542513648417209,underperform
75,2004-09-20 13:31:02,1095701462.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0,underperform
76,2004-10-23 22:48:08,1098586088.0,abt,0.543,40.86,-0.04799627213420322,1103.660034,-0.016521045989601954,-0.031475226144601264,underperform
77,2005-01-25 12:44:11,1106675051.0,abt,0.508,45.93,0.07013047530288904,1168.410034,0.04117811888943839,0.028952356413450654,outperform
78,2005-02-28 19:21:54,1109636514.0,abt,0.508,45.61,0.06267474370922642,1203.599976,0.07253611526846333,-0.009861371559236914,underperform
79,2006-06-17 18:01:01,1150581661.0,abt,0.436,42.78,-0.003261882572227413,1230.040039,0.09609703502829677,-0.09935891760052418,underperform
80,2006-07-18 12:32:14,1153240334.0,abt,0.436,44.48,0.0363466915191052,1236.859985,0.10217433524019107,-0.06582764372108588,underperform
81,2007-01-13 21:19:42,1168741182.0,abt,0.604,50.45,0.17544268406337374,1414.849976,0.26078242539506213,-0.0853397413316884,underperform
82,2007-03-23 02:47:40,1174632460.0,abt,0.883,54.5,0.2698042870456663,1436.109985,0.27972736384480557,-0.009923076799139285,underperform
83,2007-04-10 20:13:09,1176250389.0,abt,0.883,57.11,0.3306150978564771,1448.390015,0.2906701820021732,0.039944915854303875,outperform
84,2007-06-03 02:36:35,1180852595.0,abt,0.871,56.3,0.31174277726001853,1530.619995,0.36394587580943494,-0.052203098549416405,underperform
85,2008-01-23 23:41:45,1201149705.0,abt,0.784,57.97,0.3506523765144454,1338.599976,0.19283553239078685,0.15781684412365857,outperform
86,2008-04-28 03:46:55,1209368815.0,abt,0.687,51.28,0.19478098788443615,1396.369995,0.24431478878223542,-0.04953380089779927,underperform
87,2008-10-23 21:57:42,1224813462.0,abt,0.732,55.02,0.28191985088536814,908.1099849999999,-0.19077702312250422,0.47269687400787236,outperform
88,2008-12-25 05:30:56,1230201056.0,abt,0.546,52.65,0.2267008387698042,871.6300050000001,-0.2232845811272005,0.4499854198970047,outperform
89,2011-08-05 04:11:33,1312531893.0,abt,76.17,48.77,0.13630009319664496,1199.380005,0.06877567044199588,0.06752442275464908,outperform
90,2011-09-02 09:24:27,1314969867.0,abt,68.83,51.94,0.21015843429636524,1173.969971,0.04613261652156313,0.16402581777480213,outperform
91,2011-11-02 06:21:21,1320229281.0,abt,68.83,52.76,0.2292637465051257,1237.900024,0.10310112105859463,0.12616262544653106,outperform
92,2012-01-01 23:13:40,1325477620.0,abt,67.73,56.23,0.3101118359739048,1263.02002,0.12548572014685452,0.18462611582705027,outperform
93,2012-03-02 20:56:30,1330739790.0,abt,62.85,57.39,0.33713886300093193,1369.630005,0.2204866020351483,0.11665226096578363,outperform
94,2012-03-30 05:44:15,1333100655.0,abt,62.85,60.98,0.42078285181733444,1408.469971,0.2550971595970065,0.16568569222032792,outperform
95,2013-05-08 18:10:02,1368051002.0,abt,76.36,36.06,-0.15983224603914256,1632.689941,0.4549010981020797,-0.6147333441412223,underperform
96,2013-08-18 07:12:45,1376824365.0,abt,35.38,34.97,-0.185228331780056,1661.319946,0.4804134900554812,-0.6656418218355371,underperform
97,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0,underperform
98,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,0.04961636828644495,1130.650024,0.04753836568301412,0.0020780026034308355,outperform
99,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,0.09360613810741679,1177.449951,0.09089813042279216,0.002708007684624633,outperform
100,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.6,0.49872122762148335,1459.680054,0.35238210386068475,0.1463391237607986,outperform
101,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,0.4639386189258312,1443.76001,0.33763230815081297,0.12630631077501825,outperform
102,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,0.5340153452685421,1338.599976,0.24020236270950793,0.2938129825590342,outperform
103,2010-12-07 07:29:30,1291724970.0,ace,23.09,59.06,0.5104859335038363,1223.75,0.13379476212224314,0.37669117138159314,outperform
104,2011-08-11 20:49:00,1313110140.0,ace,27.7,63.42,0.6219948849104859,1172.640015,0.08644176250210302,0.5355531224083829,outperform
105,2013-04-23 04:24:03,1366705443.0,ace,24.94,89.27,1.2831202046035803,1578.780029,0.46272729513659094,0.8203929094669894,outperform
106,2013-05-16 15:08:57,1368731337.0,ace,27.94,92.58,1.367774936061381,1650.469971,0.5291474632562619,0.838627472805119,outperform
107,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0,underperform
108,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,0.12150747238466543,1163.75,0.08961270879845734,0.03189476358620809,outperform
109,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.4,0.24756335282651062,1193.189941,0.11717716324303466,0.13038618958347598,outperform
110,2005-03-30 06:50:28,1112179828.0,aci,0.936,41.15,0.3369070825211175,1181.410034,0.10614770126609459,0.23075938125502293,outperform
111,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,0.5071474983755685,1258.569946,0.1783921014594099,0.3287553969161586,outperform
112,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,-0.022742040285900027,1401.890015,0.31258189188542207,-0.3353239321713221,underperform
113,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,0.10233918128654966,1439.369995,0.3476741905178707,-0.245335009231321,underperform
114,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,0.6598440545808968,1367.680054,0.2805512940138005,0.37929276056709627,outperform
115,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,1.193632228719948,1404.050049,0.3146043198105235,0.8790279089094244,outperform
116,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,-0.18421052631578952,984.9400019999999,-0.07780610648062047,-0.10640441983516905,underperform
117,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,-0.6124106562703054,876.070007,-0.1797404825569465,-0.4326701737133589,underperform
118,2011-08-18 01:16:41,1313644601.0,aci,118.77,19.7,-0.35997400909681615,1140.650024,0.06798432862871356,-0.4279583377255297,underperform
119,2012-07-26 21:31:10,1343352670.0,aci,113.56,5.26,-0.829109811565952,1360.02002,0.2733792464123154,-1.1024890579782674,underperform
120,2012-11-04 10:32:06,1352043126.0,aci,144.73,8.26,-0.7316439246263808,1427.589966,0.33664461431300335,-1.0682885389393841,underperform
121,2013-04-23 05:25:15,1366709115.0,aci,179.32,4.89,-0.8411306042884991,1578.780029,0.47820303673091047,-1.3193336410194094,underperform
122,2013-04-25 06:05:53,1366884353.0,aci,179.32,4.76,-0.8453541260558806,1585.160034,0.48417660023698794,-1.3295307262928686,underperform
123,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,0.0,1051.810059,0.0,0.0,underperform
124,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.2,0.045908183632734474,1188.0,0.12948149700097145,-0.08357331336823698,underperform
125,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,0.018363273453093847,1197.01001,0.13804769193598296,-0.1196844184828891,underperform
126,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,-0.024351297405189598,1176.119995,0.11818667727725174,-0.14253797468244134,underperform
127,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,0.010379241516965988,1221.589966,0.1614168884840453,-0.15103764696707933,underperform
128,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,0.11337325349301396,1270.089966,0.20752787552490987,-0.09415462203189591,underperform
129,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,0.14051896207584827,1298.819946,0.23484267419427693,-0.09432371211842866,underperform
130,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,0.14051896207584827,1298.819946,0.23484267419427693,-0.09432371211842866,underperform
131,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,0.1321357285429141,1296.060059,0.23221873370579738,-0.10008300516288327,underperform
132,2006-11-02 16:40:55,1162500055.0,acn,0.027,32.96,0.3157684630738523,1367.339966,0.29998753510684967,0.015780927967002645,outperform
133,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,0.3520958083832334,1385.719971,0.3174621778360461,0.03463363054718732,outperform
134,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,0.34970059880239523,1400.630005,0.33163777339383677,0.01806282540855847,outperform
135,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,0.41277445109780436,1387.170044,0.3188408231414338,0.09393362795637056,outperform
136,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.1,0.5608782435129741,1495.920044,0.4222340157330632,0.13864422777991092,outperform
137,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,0.6463073852295409,1530.949951,0.45553841960357233,0.19076896562596857,outperform
138,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,0.7089820359281438,1530.439941,0.45505353167572266,0.25392850425242114,outperform
139,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,0.4678642714570859,1372.540039,0.3049314629153971,0.16293280854168884,outperform
140,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.4,0.2534930139720558,907.840027,-0.13687835628504857,0.3903713702571044,outperform
141,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,0.19680638722554888,848.8099980000001,-0.1930006841663033,0.3898070713918522,outperform
142,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,0.28582834331337326,885.2800289999999,-0.15832709392257296,0.4441554372359462,outperform
143,2011-09-01 16:51:37,1314910297.0,acn,0.11,53.62,1.1405189620758482,1204.420044,0.14509272248745442,0.9954262395883938,outperform
144,2011-11-08 00:40:19,1320730819.0,acn,0.1,58.0,1.315369261477046,1275.920044,0.21307077554769807,1.1022984859293479,outperform
145,2012-02-29 00:47:01,1330494421.0,acn,0.15,59.76,1.3856287425149698,1365.680054,0.298409387050747,1.0872193554642229,outperform
146,2012-11-04 02:11:28,1352013088.0,acn,0.0,67.91,1.7109780439121756,1427.589966,0.3572697406576144,1.3537083032545612,outperform
147,2013-04-23 04:45:22,1366706722.0,acn,0.0,74.94,1.9916167664670659,1578.780029,0.5010124836617484,1.4906042828053174,outperform
148,2013-05-10 03:17:29,1368170249.0,acn,0.0,80.09,2.1972055888223556,1633.699951,0.5532271601901463,1.6439784286322094,outperform
149,2013-05-12 08:27:29,1368361649.0,act,177.28,119.86,0.0,1626.670044,0.0,0.0,underperform
150,2004-01-25 05:32:05,1075026725.0,adbe,0.0,38.04,0.0,1143.939941,0.0,0.0,underperform
151,2004-08-21 23:10:00,1093144200.0,adbe,0.0,46.09,0.2116193480546794,1095.170044,-0.04263326705540752,0.25425261511008695,outperform
152,2004-11-12 17:19:37,1100297977.0,adbe,0.0,58.1,0.5273396424815984,1184.170044,0.03516802024137023,0.49217162224022815,outperform
153,2005-02-07 16:20:07,1107811207.0,adbe,0.0,63.67,0.673764458464774,1201.719971,0.0505096709443419,0.6232547875204321,outperform
154,2005-04-05 04:12:22,1112688742.0,adbe,0.0,66.58,0.7502628811777077,1181.390015,0.032737797377073885,0.7175250838006337,outperform
155,2005-08-31 10:51:30,1125499890.0,adbe,0.0,27.12,-0.28706624605678227,1220.329956,0.06677799442269841,-0.3538442404794807,underperform
156,2008-12-04 14:30:57,1228419057.0,adbe,0.08,22.54,-0.407465825446898,845.2199710000001,-0.2611325641264588,-0.14633326132043922,underperform
157,2008-12-05 00:15:55,1228454155.0,adbe,0.08,20.44,-0.46267087276550994,876.070007,-0.23416433363261685,-0.2285065391328931,underperform
158,2008-12-17 11:42:55,1229532175.0,adbe,0.08,22.32,-0.41324921135646686,904.419983,-0.20938158500752976,-0.2038676263489371,underperform
159,2008-12-20 21:49:14,1229827754.0,adbe,0.079,22.13,-0.41824395373291273,904.419983,-0.20938158500752976,-0.20886236872538297,underperform
160,2011-04-24 04:02:44,1303632164.0,adbe,28.03,33.48,-0.11987381703470038,1337.380005,0.16909984262888839,-0.2889736596635888,underperform
161,2011-08-05 04:11:46,1312531906.0,adbe,28.17,26.15,-0.3125657202944269,1199.380005,0.0484641387305139,-0.36102985902494084,underperform
162,2011-09-25 13:42:54,1316972574.0,adbe,28.17,24.88,-0.3459516298633018,1129.560059,-0.01257048686264918,-0.33338114300065264,underperform
163,2011-10-18 13:47:26,1318960046.0,adbe,27.25,26.24,-0.31019978969505785,1225.380005,0.07119260468238156,-0.38139239437743944,underperform
164,2012-03-24 12:13:07,1332605587.0,adbe,25.26,33.81,-0.11119873817034692,1402.890015,0.22636684385163874,-0.33756558202198567,underperform
165,2012-07-02 04:31:22,1341217882.0,adbe,24.76,32.37,-0.1490536277602524,1365.51001,0.19369029881613326,-0.34274392657638564,underperform
166,2004-01-20 06:29:18,1074598158.0,adi,0.0,50.5,0.0,1138.77002,0.0,0.0,underperform
167,2004-05-12 18:46:27,1084401987.0,adi,0.0,45.04,-0.10811881188118813,1097.280029,-0.03643403871837083,-0.0716847731628173,underperform
168,2004-06-22 09:09:13,1087909753.0,adi,0.0,45.03,-0.10831683168316829,1134.410034,-0.0038286799998474984,-0.10448815168332079,underperform
169,2004-08-10 02:07:28,1092118048.0,adi,0.0,35.92,-0.2887128712871287,1079.040039,-0.0524513114597098,-0.2362615598274189,underperform
170,2004-11-11 09:56:15,1100184975.0,adi,0.0,38.5,-0.2376237623762376,1173.47998,0.030480219351050476,-0.2681039817272881,underperform
171,2005-01-24 03:34:28,1106555668.0,adi,0.0,34.47,-0.31742574257425743,1163.75,0.0219359304875273,-0.3393616730617847,underperform
172,2005-03-17 01:05:45,1111035945.0,adi,0.0,35.92,-0.2887128712871287,1190.209961,0.04517149213324047,-0.33388436342036915,underperform
173,2005-04-08 23:33:20,1113017600.0,adi,0.0,35.67,-0.29366336633663365,1181.199951,0.03725943803824422,-0.33092280437487787,underperform
174,2005-09-07 23:00:53,1126148453.0,adi,0.0,36.88,-0.26970297029702966,1236.359985,0.08569769425436764,-0.3554006645513973,underperform
175,2005-10-31 08:19:48,1130761188.0,adi,0.0,34.61,-0.31465346534653466,1207.01001,0.059924294459385255,-0.3745777598059199,underperform
176,2011-08-05 04:12:35,1312531955.0,adi,25.32,31.63,-0.37366336633663366,1199.380005,0.05322407855450924,-0.4268874448911429,underperform
177,2012-03-19 11:50:51,1332172251.0,adi,22.65,39.7,-0.2138613861386138,1409.75,0.23795847734031503,-0.45181986347892883,underperform
178,2013-04-22 02:24:41,1366611881.0,adi,17.57,42.36,-0.1611881188118812,1562.5,0.37209442868894643,-0.5332825475008276,underperform
179,2013-05-11 12:07:46,1368288466.0,adi,17.57,46.79,-0.07346534653465349,1632.689941,0.4337310539664542,-0.5071964005011077,underperform
180,2003-11-12 17:41:28,1068676888.0,adm,0.733,14.48,0.0,1058.530029,0.0,0.0,underperform
181,2004-01-31 04:11:22,1075540282.0,adm,0.703,15.66,0.08149171270718229,1128.47998,0.06608216024450644,0.015409552462675849,outperform
182,2004-04-14 16:44:25,1081975465.0,adm,0.789,16.81,0.16091160220994463,1128.170044,0.06578936174894283,0.0951222404610018,outperform
183,2004-06-19 13:33:48,1087666428.0,adm,0.848,16.28,0.12430939226519341,1133.560059,0.07088134294204317,0.05342804932315025,outperform
184,2004-11-30 07:08:52,1101816532.0,adm,0.613,21.23,0.4661602209944751,1173.819946,0.1089151123175175,0.35724510867695763,outperform
185,2005-01-26 00:58:06,1106719086.0,adm,0.613,22.65,0.5642265193370164,1174.069946,0.1091512888955558,0.4550752304414606,outperform
186,2005-02-08 21:21:16,1107915676.0,adm,0.613,23.71,0.6374309392265194,1202.300049,0.1358204453923904,0.501610493834129,outperform
187,2005-02-14 20:39:46,1108431586.0,adm,0.528,24.5,0.6919889502762431,1206.140015,0.13944808551104404,0.552540864765199,outperform
188,2007-02-20 08:05:08,1171976708.0,adm,0.541,35.88,1.477900552486188,1459.680054,0.37896896073791014,1.0989315917482778,outperform
189,2007-03-07 08:11:55,1173273115.0,adm,0.541,32.96,1.276243093922652,1391.969971,0.3150028179313938,0.9612402759912582,outperform
190,2007-04-09 12:40:37,1176136837.0,adm,0.541,37.02,1.5566298342541438,1444.609985,0.36473217142902614,1.1918976628251177,outperform
191,2007-06-18 03:24:32,1182151472.0,adm,0.597,34.57,1.3874309392265194,1531.050049,0.4463926455127518,0.9410382937137676,outperform
192,2007-06-19 05:10:54,1182244254.0,adm,0.597,34.75,1.3998618784530386,1533.699951,0.4488960246587393,0.9509658537942993,outperform
193,2007-10-12 05:57:34,1192183054.0,adm,0.47,34.9,1.410220994475138,1561.800049,0.47544236461146244,0.9347786298636755,outperform
194,2008-01-23 23:14:44,1201148084.0,adm,0.62,40.85,1.8211325966850829,1338.599976,0.26458384677530955,1.5565487499097732,outperform
195,2009-01-09 16:47:55,1231537675.0,adm,0.628,27.94,0.9295580110497238,890.349976,-0.1588807576473582,1.088438768697082,outperform
196,2011-07-29 19:09:22,1311980962.0,adm,85.48,30.64,1.1160220994475138,1292.280029,0.22082510046580833,0.8951969989817055,outperform
197,2011-08-05 04:13:27,1312532007.0,adm,85.48,28.05,0.9371546961325967,1199.380005,0.1330618613938254,0.8040928347387714,outperform
